Fiscal_Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2012,2015,3,0,2,10,2,8,1,25,1,2,0,0,0
2012,2015,2,0,4,7,2,3,1,7,1,2,0,0,0
2012,2015,2,0,4,7,2,4,1,25,1,2,0,0,0
2012,2015,1,0,4,10,2,6,4,20,1,2,0,0,0
2012,2015,4,525,2,7,2,6,5,1,2,1,6,5,1
2012,2015,2,227,4,7,2,5,1,25,2,1,3,3,9
2012,2015,3,186,4,10,2,6,3,9,2,1,13,1,7
2012,2015,2,0,4,10,2,5,5,15,1,2,0,0,0
2012,2015,3,0,4,10,2,6,4,24,1,2,0,0,0
2012,2015,2,0,2,0,2,5,1,25,1,2,0,0,0
2012,2015,2,105,4,10,2,3,3,23,2,3,0,0,0
2012,2015,3,265,4,10,2,5,1,25,2,1,4,5,18
2012,2015,2,333,2,7,2,6,5,15,2,1,6,3,23
2012,2015,3,0,2,10,2,8,4,16,1,2,0,0,0
2012,2015,3,137,4,10,2,6,3,6,2,1,8,3,6
2012,2015,2,0,4,7,2,5,3,23,1,2,0,0,0
2012,2015,1,0,4,9,2,4,1,25,1,2,0,0,0
2012,2015,4,0,4,7,2,6,3,9,1,2,0,0,0
2012,2015,3,0,2,10,2,4,3,5,1,2,0,0,0
2012,2015,4,152,2,7,2,3,4,3,2,1,3,4,3
2012,2015,2,0,4,7,1,6,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,14,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,3,0,4,10,2,3,3,9,1,2,0,0,0
2012,2015,2,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,1,0,4,7,2,6,3,6,1,2,0,0,0
2012,2015,1,0,4,7,2,6,3,6,1,2,0,0,0
2012,2015,2,0,2,10,1,5,5,11,1,2,0,0,0
2012,2015,3,1091,4,10,1,3,3,9,2,1,3,5,1
2012,2015,2,0,4,2,1,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,3,197,2,10,2,6,3,23,2,1,3,3,23
2012,2015,5,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,1,0,2,10,2,6,4,27,1,2,0,0,0
2012,2015,1,0,2,10,2,6,4,27,1,2,0,0,0
2012,2015,1,0,2,10,2,6,4,27,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,4,371,4,10,2,3,3,6,2,1,3,1,7
2012,2015,3,643,4,10,2,8,5,18,2,1,6,1,7
2012,2015,4,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,1,475,4,7,2,6,4,27,2,3,0,0,0
2012,2015,3,0,4,10,2,3,4,20,1,2,0,0,0
2012,2015,5,882,4,10,2,6,4,16,2,1,6,4,16
2012,2015,3,131,4,10,1,8,3,9,2,1,13,4,8
2012,2015,1,585,2,7,2,6,1,25,2,1,8,1,25
2012,2015,4,0,4,10,2,4,5,18,1,2,0,0,0
2012,2015,2,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,1,0,4,10,2,5,5,19,1,2,0,0,0
2012,2015,2,610,4,7,2,5,3,23,2,1,3,5,1
2012,2015,2,281,4,10,2,4,1,25,2,3,0,0,0
2012,2015,1,0,4,7,2,5,3,6,1,2,0,0,0
2012,2015,1,0,4,7,2,5,3,6,1,2,0,0,0
2012,2015,3,596,2,10,2,3,3,23,2,1,5,1,25
2012,2015,2,1074,4,10,1,6,3,9,2,1,6,3,23
2012,2015,4,0,4,10,2,3,5,1,1,2,0,0,0
2012,2015,3,345,4,10,2,6,3,6,2,1,6,3,6
2012,2015,2,322,4,10,1,5,1,25,2,3,0,0,0
2012,2015,1,0,2,7,1,6,3,5,1,2,0,0,0
2012,2015,2,0,4,9,2,5,3,5,1,2,0,0,0
2012,2015,2,0,4,10,2,5,5,1,1,2,0,0,0
2012,2015,2,0,4,10,2,5,5,1,1,2,0,0,0
2012,2015,3,0,2,10,1,3,3,23,1,2,0,0,0
2012,2015,3,0,2,10,1,3,3,23,1,2,0,0,0
2012,2015,3,0,2,10,1,3,3,23,1,2,0,0,0
2012,2015,2,661,2,7,2,4,1,25,2,1,6,1,7
2012,2015,2,436,2,7,1,6,1,25,2,1,3,1,7
2012,2015,3,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,1,519,2,10,2,6,1,25,2,1,3,5,1
2012,2015,3,0,4,7,2,6,3,23,1,2,0,0,0
2012,2015,4,318,2,10,2,8,3,6,2,1,6,3,6
2012,2015,3,0,4,7,2,3,1,7,1,2,0,0,0
2012,2015,4,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,5,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,5,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,5,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,5,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,1,671,4,9,2,6,1,25,2,1,8,1,25
2012,2015,2,0,12,7,2,6,1,25,1,2,0,0,0
2012,2015,2,758,2,2,1,6,3,23,2,1,6,3,9
2012,2015,2,535,2,7,1,6,5,15,2,1,6,3,23
2012,2015,4,606,4,7,2,8,1,25,2,3,0,0,0
2012,2015,2,394,2,10,2,6,4,20,2,1,6,4,14
2012,2015,4,342,2,10,2,6,3,6,2,1,8,1,13
2012,2015,2,0,4,10,2,5,5,11,1,2,0,0,0
2012,2015,4,248,4,10,2,5,1,25,2,1,3,5,1
2012,2015,1,867,2,10,2,3,3,23,2,1,6,3,6
2012,2015,1,233,4,10,2,3,4,24,2,1,5,1,25
2012,2015,2,0,2,7,1,6,3,9,1,2,0,0,0
2012,2015,2,649,2,7,2,6,4,20,2,1,6,4,14
2012,2015,5,0,2,10,2,3,4,16,1,2,0,0,0
2012,2015,1,421,4,7,2,5,3,23,2,3,0,0,0
2012,2015,1,247,4,7,2,6,3,6,2,1,3,1,7
2012,2015,2,0,2,7,2,6,4,20,1,2,0,0,0
2012,2015,2,0,2,7,2,6,4,20,1,2,0,0,0
2012,2015,4,174,4,7,2,6,3,9,2,1,6,1,7
2012,2015,2,0,2,10,2,13,4,16,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,2,1058,2,10,2,6,4,16,2,1,5,1,25
2012,2015,4,294,4,10,2,6,4,16,2,3,0,0,0
2012,2015,3,0,2,7,2,6,2,21,1,2,0,0,0
2012,2015,3,0,2,10,1,5,1,25,1,2,0,0,0
2012,2015,3,0,2,10,1,5,1,25,1,2,0,0,0
2012,2015,2,808,4,10,2,5,1,25,2,1,6,3,23
2012,2015,2,357,2,10,2,3,5,1,2,1,6,4,16
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,2,300,4,10,2,5,3,6,2,1,6,1,25
2012,2015,3,1012,4,10,2,4,1,25,2,1,6,1,7
2012,2015,2,0,4,7,2,6,4,14,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,5,0,12,10,2,3,4,20,1,2,0,0,0
2012,2015,3,741,2,7,2,6,1,25,2,1,3,5,1
2012,2015,3,582,2,10,2,3,3,6,2,1,6,3,6
2012,2015,3,973,4,10,2,6,5,1,2,1,6,5,1
2012,2015,3,132,4,10,2,5,1,25,2,1,6,4,14
2012,2015,2,247,2,10,2,6,5,1,2,1,8,5,1
2012,2015,3,674,12,10,2,1,5,19,2,1,6,4,14
2012,2015,2,0,4,10,2,3,3,6,1,2,0,0,0
2012,2015,4,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,1,355,4,10,2,6,3,26,2,3,0,0,0
2012,2015,2,531,4,7,2,5,1,25,2,1,6,5,1
2012,2015,2,0,4,10,2,5,5,1,1,2,0,0,0
2012,2015,2,0,4,10,2,5,5,1,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,3,3,6,1,2,0,0,0
2012,2015,3,415,4,10,2,5,1,25,2,3,0,0,0
2014,2017,2,0,0,10,2,6,1,25,1,2,0,0,0
2012,2015,4,297,12,10,2,3,2,2,2,3,0,0,0
2012,2015,4,0,4,10,2,6,4,27,1,2,0,0,0
2012,2015,3,165,4,10,2,6,3,6,2,3,0,0,0
2012,2015,3,0,4,7,2,6,1,7,1,2,0,0,0
2012,2015,1,78,4,10,2,6,1,25,2,3,0,0,0
2012,2015,2,0,4,10,2,4,2,12,1,2,0,0,0
2012,2015,4,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,2,1030,2,10,2,3,4,24,2,1,3,4,24
2012,2015,4,0,4,9,2,4,1,25,1,2,0,0,0
2012,2015,3,0,2,10,2,4,5,19,1,2,0,0,0
2012,2015,1,872,2,7,2,6,1,13,2,1,6,1,25
2012,2015,2,0,2,7,1,5,3,26,1,2,0,0,0
2012,2015,3,0,2,2,2,6,4,16,1,2,0,0,0
2012,2015,1,0,4,4,2,5,1,25,1,2,0,0,0
2012,2015,1,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,1,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,2,0,2,9,2,5,5,19,1,2,0,0,0
2012,2015,5,887,4,7,2,6,4,16,2,1,6,3,6
2012,2015,2,409,2,10,2,6,3,6,2,1,4,1,25
2012,2015,2,0,12,7,2,3,5,19,1,2,0,0,0
2012,2015,2,430,2,10,2,6,5,1,2,1,3,1,7
2012,2015,2,866,2,10,2,4,5,15,2,1,3,4,14
2012,2015,2,0,4,7,2,6,4,8,1,2,0,0,0
2012,2015,3,29,4,10,2,5,3,23,2,3,0,0,0
2012,2015,1,94,4,10,2,6,3,9,2,3,0,0,0
2012,2015,2,0,4,10,1,5,1,25,1,2,0,0,0
2012,2015,2,78,4,10,2,3,4,3,2,3,0,0,0
2012,2015,2,0,4,10,1,5,3,23,1,2,0,0,0
2012,2015,1,0,4,7,2,3,5,1,1,2,0,0,0
2012,2015,3,0,4,7,2,3,4,3,1,2,0,0,0
2012,2015,3,307,4,10,2,6,1,7,2,3,0,0,0
2012,2015,2,617,4,10,2,4,1,25,2,3,0,0,0
2012,2015,4,881,4,7,2,8,3,23,2,1,13,4,8
2012,2015,3,0,2,10,2,8,5,1,1,2,0,0,0
2012,2015,1,0,2,10,2,3,1,7,1,2,0,0,0
2012,2015,1,0,2,10,2,3,1,7,1,2,0,0,0
2012,2015,2,0,2,10,2,6,1,13,1,2,0,0,0
2012,2015,2,0,2,10,2,6,1,13,1,2,0,0,0
2012,2015,2,0,4,7,2,3,4,24,1,2,0,0,0
2012,2015,2,0,4,7,2,3,4,24,1,2,0,0,0
2012,2015,2,0,4,7,2,3,4,24,1,2,0,0,0
2012,2015,2,0,4,4,1,5,3,23,1,2,0,0,0
2012,2015,3,0,2,7,2,6,4,20,1,2,0,0,0
2012,2015,3,0,2,7,2,6,4,20,1,2,0,0,0
2012,2015,2,860,2,2,2,3,4,20,2,1,3,5,1
2012,2015,1,144,4,10,2,6,5,1,2,1,3,1,7
2012,2015,5,0,2,7,2,6,3,6,1,2,0,0,0
2012,2015,4,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,5,0,2,10,2,3,3,9,1,2,0,0,0
2012,2015,3,0,4,7,1,6,2,12,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,18,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,18,1,2,0,0,0
2012,2015,2,0,2,7,2,3,3,26,1,2,0,0,0
2012,2015,3,0,4,9,2,6,5,1,1,2,0,0,0
2012,2015,4,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,3,493,2,10,1,3,5,1,2,1,3,5,1
2012,2015,3,942,4,10,2,5,1,25,2,3,0,0,0
2012,2015,1,0,4,10,2,3,2,21,1,2,0,0,0
2012,2015,3,0,2,7,1,6,3,9,1,2,0,0,0
2012,2015,2,545,2,10,2,6,3,9,2,1,6,3,9
2012,2015,2,155,12,10,2,6,5,19,2,3,0,0,0
2012,2015,3,0,4,10,2,8,1,13,1,2,0,0,0
2012,2015,1,953,4,10,2,5,1,25,2,1,4,1,25
2012,2015,2,782,2,10,2,3,5,1,2,1,5,1,25
2012,2015,2,398,4,10,2,4,1,25,2,3,0,0,0
2012,2015,3,509,2,10,1,3,1,7,2,1,6,2,12
2012,2015,3,0,4,7,2,4,1,25,1,2,0,0,0
2012,2015,3,664,4,7,2,8,1,25,2,3,0,0,0
2012,2015,2,440,4,10,2,5,3,6,2,1,6,3,23
2012,2015,3,0,2,10,2,8,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,1,355,2,10,2,3,5,19,2,3,0,0,0
2012,2015,5,177,2,10,2,5,1,25,2,1,3,1,7
2012,2015,3,0,4,7,2,6,2,12,1,2,0,0,0
2012,2015,2,154,4,10,2,6,4,24,2,3,0,0,0
2012,2015,2,0,4,10,2,8,3,6,1,2,0,0,0
2012,2015,3,308,4,7,2,3,4,27,2,1,13,4,8
2012,2015,2,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,1,0,12,7,2,3,2,2,1,2,0,0,0
2012,2015,2,1035,4,7,2,5,1,25,2,3,0,0,0
2012,2015,2,676,4,10,2,6,1,25,2,1,6,4,16
2012,2015,2,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,2,2,3,5,1,1,2,0,0,0
2012,2015,2,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,3,331,4,9,2,6,1,7,2,1,3,4,24
2012,2015,1,292,12,10,2,1,5,19,2,3,0,0,0
2012,2015,2,514,4,7,2,5,1,25,2,1,3,1,7
2012,2015,3,906,4,10,2,4,1,25,2,1,13,4,8
2012,2015,3,531,4,10,2,3,4,3,2,1,3,4,3
2012,2015,1,378,2,10,2,6,3,6,2,1,3,5,1
2012,2015,1,0,2,7,2,6,1,13,1,2,0,0,0
2012,2015,2,196,4,10,2,5,1,25,2,1,3,4,16
2012,2015,2,0,4,10,2,5,5,18,1,2,0,0,0
2012,2015,2,0,4,10,2,5,5,18,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,2,292,12,4,2,3,5,19,2,3,0,0,0
2012,2015,2,468,4,10,2,5,3,6,2,1,6,3,6
2012,2015,2,671,4,10,1,6,1,7,2,1,6,3,6
2012,2015,1,334,4,7,2,6,3,6,2,1,6,3,6
2012,2015,2,708,2,7,2,5,1,25,2,1,3,3,23
2012,2015,2,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,3,0,4,10,2,6,3,6,1,2,0,0,0
2014,2017,2,0,0,10,2,6,3,23,1,2,0,0,0
2012,2015,1,846,2,10,2,6,1,25,2,1,3,4,24
2012,2015,3,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,2,628,2,9,2,3,5,1,2,1,3,5,1
2012,2015,3,735,4,7,2,8,1,7,2,3,0,0,0
2012,2015,4,0,2,7,2,8,5,19,1,2,0,0,0
2012,2015,4,645,4,10,2,6,4,16,2,1,3,4,3
2012,2015,2,144,4,7,2,5,1,25,2,3,0,0,0
2012,2015,1,397,4,7,2,4,1,25,2,1,6,4,27
2012,2015,2,1059,4,7,2,8,1,25,2,1,8,1,25
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,3,709,4,7,2,8,3,6,2,1,6,3,6
2012,2015,3,0,4,10,2,9,5,19,1,2,0,0,0
2012,2015,2,649,4,10,2,5,3,23,2,1,3,5,1
2012,2015,2,0,2,7,2,5,5,19,1,2,0,0,0
2012,2015,2,886,4,7,2,5,1,25,2,1,8,1,25
2012,2015,3,0,4,10,2,4,5,11,1,2,0,0,0
2012,2015,2,0,2,7,1,3,4,17,1,2,0,0,0
2012,2015,3,0,2,7,2,3,4,17,1,2,0,0,0
2012,2015,2,0,4,10,2,6,1,13,1,2,0,0,0
2012,2015,2,0,4,10,2,6,1,13,1,2,0,0,0
2012,2015,4,0,2,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,6,1,25,1,2,0,0,0
2012,2015,4,0,4,7,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,10,1,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,1,5,3,23,1,2,0,0,0
2012,2015,4,0,4,10,2,3,4,3,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,1,0,2,10,2,6,4,20,1,2,0,0,0
2012,2015,1,0,12,10,2,3,2,2,1,2,0,0,0
2012,2015,1,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,3,0,12,10,2,3,5,19,1,2,0,0,0
2012,2015,3,0,4,2,2,5,3,6,1,2,0,0,0
2012,2015,1,373,4,10,2,5,3,23,2,3,0,0,0
2012,2015,1,504,2,2,2,3,4,27,2,1,6,3,6
2012,2015,5,0,4,7,2,5,3,23,1,2,0,0,0
2012,2015,5,0,4,7,2,5,3,23,1,2,0,0,0
2014,2017,2,0,0,10,2,6,1,25,1,2,0,0,0
2012,2015,1,0,2,10,2,5,3,26,1,2,0,0,0
2012,2015,1,0,2,10,2,5,3,26,1,2,0,0,0
2012,2015,1,806,2,7,2,5,5,1,2,1,3,5,1
2012,2015,2,213,4,10,2,6,3,9,2,1,6,1,7
2012,2015,2,0,2,7,2,5,5,11,1,2,0,0,0
2012,2015,4,0,4,10,2,6,1,13,1,2,0,0,0
2012,2015,1,343,4,10,2,6,3,6,2,3,0,0,0
2012,2015,3,0,4,10,2,3,4,24,1,2,0,0,0
2012,2015,3,0,4,10,2,3,4,24,1,2,0,0,0
2012,2015,2,703,4,10,2,6,5,15,2,1,8,4,27
2012,2015,2,442,4,7,1,5,3,23,2,3,0,0,0
2012,2015,1,0,4,10,2,6,2,4,1,2,0,0,0
2012,2015,3,0,4,7,1,3,3,23,1,2,0,0,0
2012,2015,5,254,2,10,2,3,4,24,2,1,6,4,16
2012,2015,2,0,2,10,2,6,4,24,1,2,0,0,0
2012,2015,2,0,2,10,2,6,4,24,1,2,0,0,0
2012,2015,3,966,2,10,2,3,5,1,2,1,6,1,25
2012,2015,2,218,4,7,2,5,3,23,2,3,0,0,0
2012,2015,4,365,4,7,1,8,1,25,2,3,0,0,0
2012,2015,4,429,4,10,2,8,1,7,2,1,13,4,8
2012,2015,2,0,2,10,2,6,5,15,1,2,0,0,0
2012,2015,2,0,2,10,2,6,5,15,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,2,228,4,10,2,6,5,1,2,1,13,4,8
2012,2015,2,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,2,402,4,10,2,6,3,6,2,1,13,1,7
2012,2015,2,0,4,7,2,6,1,25,1,2,0,0,0
2012,2015,2,0,4,7,2,6,1,25,1,2,0,0,0
2012,2015,2,0,4,7,2,6,1,25,1,2,0,0,0
2012,2015,1,160,4,10,2,6,3,6,2,3,0,0,0
2012,2015,5,211,4,10,2,6,4,16,2,3,0,0,0
2012,2015,2,279,4,7,2,6,5,1,2,3,0,0,0
2012,2015,1,0,4,10,2,3,5,1,1,2,0,0,0
2012,2015,1,0,4,10,2,3,5,1,1,2,0,0,0
2012,2015,3,413,4,9,2,5,3,23,2,3,0,0,0
2012,2015,3,586,4,10,2,8,1,7,2,3,0,0,0
2012,2015,4,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,3,884,4,7,2,6,4,16,2,1,6,1,25
2012,2015,1,0,4,10,1,5,1,25,1,2,0,0,0
2012,2015,2,84,4,10,2,4,1,25,2,1,8,1,25
2012,2015,4,1095,2,7,2,8,1,25,2,1,6,4,16
2012,2015,4,210,2,10,2,6,3,23,2,1,6,4,14
2012,2015,3,0,2,9,2,5,3,6,1,2,0,0,0
2012,2015,3,681,2,10,1,3,1,7,2,1,3,3,23
2012,2015,1,532,4,10,2,6,1,25,2,1,3,5,1
2012,2015,1,0,4,10,1,6,3,9,1,2,0,0,0
2012,2015,2,682,4,7,2,6,3,6,2,1,8,1,25
2012,2015,4,426,4,10,2,6,3,6,2,1,6,3,6
2012,2015,3,0,4,10,2,6,1,7,1,2,0,0,0
2012,2015,2,738,2,10,2,6,5,1,2,1,3,3,23
2012,2015,3,274,4,10,2,4,1,25,2,1,8,1,25
2012,2015,4,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,4,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,4,0,2,7,2,6,5,1,1,2,0,0,0
2012,2015,4,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,94,4,10,2,8,1,25,2,3,0,0,0
2012,2015,4,0,2,7,2,5,5,19,1,2,0,0,0
2012,2015,4,750,2,7,2,3,3,23,2,1,3,1,7
2012,2015,2,238,4,10,2,6,3,9,2,3,0,0,0
2012,2015,1,861,2,7,2,6,5,15,2,1,5,5,1
2012,2015,2,186,4,10,2,5,1,25,2,1,3,3,26
2012,2015,2,0,4,10,2,8,5,1,1,2,0,0,0
2012,2015,2,408,4,10,2,5,1,25,2,3,0,0,0
2012,2015,2,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,1,718,2,10,2,3,5,1,2,1,3,3,23
2012,2015,2,187,4,10,2,3,5,1,2,1,6,4,16
2012,2015,4,951,2,7,2,5,3,26,2,1,5,3,6
2012,2015,4,536,4,10,2,4,1,25,2,1,3,4,27
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,502,2,10,1,3,5,1,2,1,6,3,9
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,1,0,4,7,2,5,3,23,1,2,0,0,0
2012,2015,1,64,4,10,2,3,5,19,2,3,0,0,0
2012,2015,2,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,2,329,12,7,2,3,5,19,2,3,0,0,0
2012,2015,4,32,2,10,1,3,4,16,2,1,13,4,8
2012,2015,2,605,4,10,2,6,3,23,2,3,0,0,0
2012,2015,3,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,2,778,2,10,2,6,3,6,2,1,3,4,24
2012,2015,1,131,2,10,2,3,5,1,2,1,3,3,6
2012,2015,2,0,4,9,2,5,1,25,1,2,0,0,0
