Fiscal_Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2012,2015,2,614,4,7,2,5,1,25,2,1,6,1,7
2012,2015,2,0,12,10,2,3,2,2,1,2,0,0,0
2012,2015,1,45,12,10,2,6,5,19,2,3,0,0,0
2012,2015,1,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,1,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,4,351,4,10,2,5,3,23,2,3,0,0,0
2012,2015,4,383,4,7,2,4,1,25,2,1,3,4,24
2012,2015,1,0,4,7,2,5,3,23,1,2,0,0,0
2012,2015,1,132,4,7,2,6,1,25,2,1,6,1,25
2012,2015,2,481,4,9,2,6,4,16,2,1,6,4,16
2012,2015,2,287,4,7,2,5,1,25,2,1,6,1,7
2012,2015,2,0,2,10,2,13,1,7,1,2,0,0,0
2012,2015,2,0,2,10,2,13,1,7,1,2,0,0,0
2012,2015,2,613,4,10,2,8,1,25,2,1,13,4,16
2012,2015,1,683,4,9,2,5,1,25,2,1,3,3,23
2012,2015,2,0,4,7,2,6,1,7,1,2,0,0,0
2012,2015,2,120,4,7,2,5,3,23,2,1,3,4,14
2012,2015,2,339,4,10,2,5,1,25,2,1,5,1,25
2012,2015,3,965,4,10,2,8,4,16,2,1,6,4,16
2012,2015,3,239,4,10,1,8,3,23,2,3,0,0,0
2012,2015,4,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,4,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,345,4,7,2,8,1,25,2,1,8,1,25
2012,2015,4,979,2,10,2,3,4,16,2,1,3,4,16
2012,2015,4,0,4,10,1,5,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,5,5,1,1,2,0,0,0
2012,2015,2,771,4,10,2,6,3,9,2,3,0,0,0
2012,2015,2,686,4,7,2,5,3,6,2,1,6,1,25
2012,2015,2,0,4,7,2,6,4,27,1,2,0,0,0
2012,2015,3,278,4,10,2,6,5,1,2,1,6,3,23
2012,2015,2,514,2,2,2,6,3,6,2,1,3,5,1
2012,2015,1,241,2,10,2,6,3,6,2,3,0,0,0
2012,2015,2,545,2,10,1,5,3,23,2,1,3,3,23
2012,2015,1,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,2,2,2,5,3,23,1,2,0,0,0
2012,2015,3,0,2,10,2,3,4,20,1,2,0,0,0
2012,2015,5,0,4,10,1,5,3,23,1,2,0,0,0
2012,2015,1,883,2,9,2,3,5,1,2,1,6,5,1
2012,2015,2,0,4,7,2,6,4,27,1,2,0,0,0
2012,2015,1,312,4,7,2,6,3,6,2,1,3,5,1
2012,2015,2,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,4,0,2,7,2,6,5,19,1,2,0,0,0
2012,2015,2,344,4,9,2,6,3,9,2,3,0,0,0
2012,2015,3,0,12,10,2,3,5,19,1,2,0,0,0
2012,2015,2,0,4,9,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,7,2,5,3,23,1,2,0,0,0
2012,2015,4,490,4,10,2,5,1,25,2,3,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,5,5,19,1,2,0,0,0
2012,2015,4,684,4,10,1,4,1,25,2,3,0,0,0
2012,2015,3,526,12,10,2,1,5,19,2,3,0,0,0
2012,2015,1,0,12,10,2,3,5,19,1,2,0,0,0
2012,2015,2,0,2,10,1,3,3,6,1,2,0,0,0
2012,2015,3,950,4,7,2,5,1,25,2,1,13,4,8
2012,2015,3,1076,4,10,1,3,4,24,2,1,3,4,24
2012,2015,3,599,4,7,2,8,1,25,2,1,6,1,7
2012,2015,4,0,4,10,2,5,5,19,1,2,0,0,0
2012,2015,4,0,2,7,2,6,4,27,1,2,0,0,0
2012,2015,2,0,4,10,1,3,3,23,1,2,0,0,0
2012,2015,2,0,4,7,1,5,1,25,1,2,0,0,0
2012,2015,2,0,4,7,1,5,1,25,1,2,0,0,0
2012,2015,2,1079,4,10,1,4,1,25,2,1,13,4,8
2012,2015,1,440,2,7,2,6,3,6,2,1,6,3,23
2012,2015,1,873,4,10,2,6,3,6,2,1,5,1,25
2012,2015,3,0,4,7,2,8,5,1,1,2,0,0,0
2012,2015,2,0,4,7,2,4,1,25,1,2,0,0,0
2012,2015,2,0,4,7,2,4,1,25,1,2,0,0,0
2012,2015,3,525,4,10,2,8,3,6,2,3,0,0,0
2012,2015,2,0,4,10,2,3,3,26,1,2,0,0,0
2012,2015,3,607,2,10,2,3,4,20,2,1,3,4,14
2012,2015,3,0,4,10,1,4,1,25,1,2,0,0,0
2012,2015,3,0,4,10,1,4,1,25,1,2,0,0,0
2012,2015,3,0,4,10,1,4,1,25,1,2,0,0,0
2012,2015,3,0,4,10,1,6,3,6,1,2,0,0,0
2012,2015,5,529,4,10,2,6,4,16,2,1,3,4,16
2012,2015,4,0,2,10,1,6,5,11,1,2,0,0,0
2012,2015,3,0,12,10,2,5,5,19,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,4,4,2,6,3,9,1,2,0,0,0
2012,2015,5,0,4,10,2,5,5,19,1,2,0,0,0
2012,2015,3,588,4,10,2,6,3,23,2,1,6,3,6
2012,2015,2,77,4,7,2,6,5,1,2,3,0,0,0
2012,2015,4,0,4,10,2,5,1,25,1,2,0,0,0
2014,2017,2,0,0,10,2,5,5,19,1,2,0,0,0
2012,2015,5,0,4,10,1,6,4,16,1,2,0,0,0
2012,2015,2,0,4,9,2,3,5,1,1,2,0,0,0
2012,2015,4,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,2,314,4,10,2,6,3,6,2,3,0,0,0
2012,2015,3,253,4,10,2,5,1,25,2,3,0,0,0
2012,2015,2,0,4,10,1,5,3,9,1,2,0,0,0
2012,2015,1,0,2,7,2,13,4,16,1,2,0,0,0
2012,2015,4,0,4,7,2,6,5,15,1,2,0,0,0
2012,2015,2,174,4,10,1,6,3,9,2,3,0,0,0
2012,2015,2,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,1,0,4,9,2,6,1,25,1,2,0,0,0
2012,2015,4,225,4,7,2,8,1,25,2,1,3,3,23
2012,2015,3,0,4,9,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,9,2,6,5,1,1,2,0,0,0
2012,2015,1,678,2,10,2,3,3,6,2,1,5,5,18
2012,2015,2,0,4,10,2,5,5,19,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,1,0,2,10,2,6,5,11,1,2,0,0,0
2012,2015,4,0,2,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,8,1,25,1,2,0,0,0
2012,2015,4,0,2,10,2,8,1,25,1,2,0,0,0
2012,2015,1,0,2,2,2,3,3,6,1,2,0,0,0
2012,2015,2,741,4,7,2,8,1,25,2,1,13,4,8
2012,2015,3,0,2,9,2,3,5,1,1,2,0,0,0
2012,2015,3,0,2,9,2,3,5,1,1,2,0,0,0
2012,2015,2,0,2,10,1,6,3,23,1,2,0,0,0
2012,2015,2,0,2,10,1,6,3,23,1,2,0,0,0
2012,2015,1,0,4,10,2,5,2,15,1,2,0,0,0
2012,2015,2,450,4,10,2,6,3,6,2,1,3,4,3
2012,2015,4,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,4,0,2,0,2,3,5,1,1,2,0,0,0
2012,2015,4,0,2,7,2,4,1,25,1,2,0,0,0
2012,2015,2,46,2,10,2,6,3,9,2,3,0,0,0
2012,2015,4,243,4,10,2,6,4,16,2,1,3,5,1
2012,2015,4,576,4,10,1,5,1,25,2,1,8,1,25
2012,2015,2,319,12,10,2,3,2,2,2,3,0,0,0
2012,2015,1,1050,4,7,2,6,5,1,2,1,3,5,1
2012,2015,4,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,4,0,2,7,2,5,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,3,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,3,644,2,10,1,6,3,9,2,1,6,3,9
2012,2015,1,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,1,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,4,853,4,10,2,5,1,25,2,1,6,1,7
2012,2015,1,0,4,9,2,6,1,25,1,2,0,0,0
2012,2015,3,315,4,10,1,6,3,23,2,3,0,0,0
2012,2015,3,0,2,7,2,8,3,9,1,2,0,0,0
2012,2015,1,0,4,7,1,8,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,4,1016,2,7,2,3,1,7,2,1,6,1,7
2012,2015,5,0,2,10,1,6,3,9,1,2,0,0,0
2012,2015,5,0,4,10,2,8,5,19,1,2,0,0,0
2012,2015,2,402,2,7,2,5,5,1,2,1,6,1,7
2012,2015,2,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,4,111,4,10,2,8,1,25,2,1,6,5,1
2012,2015,4,0,4,7,2,6,3,6,1,2,0,0,0
2012,2015,5,0,4,10,2,9,5,19,1,2,0,0,0
2012,2015,4,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,2,232,4,10,2,6,1,25,2,3,0,0,0
2012,2015,1,439,2,10,2,3,3,22,2,1,5,1,25
2012,2015,2,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,4,0,12,10,2,1,5,19,1,2,0,0,0
2012,2015,1,0,4,7,2,3,4,24,1,2,0,0,0
2012,2015,5,0,4,9,2,5,5,19,1,2,0,0,0
2012,2015,1,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,1,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,4,130,4,10,2,4,2,12,2,3,0,0,0
2012,2015,1,223,2,10,2,3,4,27,2,1,6,4,27
2012,2015,3,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,3,374,4,10,2,4,1,25,2,1,13,4,8
2012,2015,5,0,4,10,2,6,5,11,1,2,0,0,0
2012,2015,2,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,4,0,4,7,2,3,3,23,1,2,0,0,0
2012,2015,2,318,4,7,2,8,1,25,2,3,0,0,0
2012,2015,4,0,4,10,2,3,5,19,1,2,0,0,0
2012,2015,2,204,12,7,2,5,5,19,2,3,0,0,0
2012,2015,1,0,4,7,2,8,1,25,1,2,0,0,0
2012,2015,1,109,4,10,2,6,3,6,2,3,0,0,0
2012,2015,2,350,4,10,2,3,1,7,2,1,6,4,14
2012,2015,4,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,1,0,12,10,2,6,5,19,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,4,0,2,10,2,3,4,3,1,2,0,0,0
2012,2015,3,386,4,10,2,6,1,13,2,1,3,4,3
2012,2015,2,0,2,10,2,5,5,18,1,2,0,0,0
2012,2015,2,0,2,10,2,5,5,18,1,2,0,0,0
2012,2015,3,603,2,10,2,3,3,23,2,1,3,3,23
2012,2015,2,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,5,0,4,10,2,8,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,24,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,26,1,2,0,0,0
2012,2015,1,258,4,7,2,5,3,23,2,3,0,0,0
2012,2015,4,0,4,9,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,10,2,3,1,7,1,2,0,0,0
2012,2015,2,603,4,7,2,4,1,25,2,1,5,1,25
2012,2015,2,187,12,10,2,5,5,19,2,3,0,0,0
2012,2015,4,416,2,7,1,6,5,1,2,1,3,3,23
2012,2015,2,522,4,10,2,8,3,6,2,1,8,3,6
2012,2015,3,714,4,10,2,6,1,7,2,1,6,5,1
2012,2015,3,0,4,10,2,6,3,9,1,2,0,0,0
2012,2015,3,0,4,10,1,6,4,16,1,2,0,0,0
2012,2015,2,0,12,2,2,3,5,19,1,2,0,0,0
2012,2015,4,0,4,2,2,6,1,7,1,2,0,0,0
2012,2015,2,692,4,10,2,5,1,25,2,3,0,0,0
2012,2015,2,0,4,7,2,8,1,25,1,2,0,0,0
2012,2015,2,0,2,7,2,5,3,6,1,2,0,0,0
2012,2015,2,0,2,7,2,5,3,6,1,2,0,0,0
2012,2015,2,0,2,7,2,5,3,6,1,2,0,0,0
2012,2015,2,0,2,7,2,5,3,6,1,2,0,0,0
2012,2015,1,777,4,9,2,6,1,25,2,1,18,8,0
2012,2015,2,0,4,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,7,2,6,4,27,1,2,0,0,0
2014,2017,2,0,0,10,2,5,5,19,1,2,0,0,0
2012,2015,1,0,2,7,2,3,4,27,1,2,0,0,0
2012,2015,1,0,2,7,2,3,4,27,1,2,0,0,0
2012,2015,4,0,2,7,2,6,1,7,1,2,0,0,0
2012,2015,4,0,2,7,2,6,1,7,1,2,0,0,0
2012,2015,2,0,2,9,2,5,5,15,1,2,0,0,0
2012,2015,5,469,2,10,2,3,5,19,2,3,0,0,0
2012,2015,3,120,2,10,2,3,4,24,2,3,0,0,0
2012,2015,2,455,4,10,2,6,4,16,2,1,6,4,16
2012,2015,1,0,2,10,1,6,5,11,1,2,0,0,0
2012,2015,5,0,4,10,2,8,4,16,1,2,0,0,0
2012,2015,2,0,4,10,1,5,5,18,1,2,0,0,0
2012,2015,4,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,4,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,4,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,4,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,4,0,2,10,2,6,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,3,1,7,1,2,0,0,0
2012,2015,2,693,2,10,2,3,3,9,2,1,5,5,1
2012,2015,5,1040,2,10,2,6,3,6,2,1,6,3,23
2012,2015,3,598,12,10,2,5,5,19,2,1,3,4,14
2012,2015,2,303,4,7,2,5,3,6,2,1,5,3,6
2012,2015,4,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,27,1,2,0,0,0
2012,2015,1,518,2,10,2,3,5,1,2,1,6,5,1
2012,2015,2,0,2,0,2,6,3,23,1,2,0,0,0
2012,2015,1,609,2,10,2,6,3,6,2,1,5,3,6
2012,2015,1,670,4,7,2,5,1,25,2,1,18,8,0
2012,2015,3,286,4,7,2,5,1,25,2,3,0,0,0
2012,2015,2,0,2,9,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,9,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,9,2,6,5,1,1,2,0,0,0
2012,2015,2,0,2,9,2,6,5,1,1,2,0,0,0
2012,2015,4,0,2,7,1,6,1,13,1,2,0,0,0
2012,2015,2,0,2,4,2,6,3,23,1,2,0,0,0
2012,2015,3,0,4,10,2,6,1,7,1,2,0,0,0
2012,2015,2,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,2,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,2,456,4,10,2,5,1,25,2,1,4,1,25
2012,2015,1,97,4,10,2,6,3,26,2,3,0,0,0
2012,2015,3,78,4,10,2,3,3,23,2,3,0,0,0
2012,2015,2,852,12,10,2,5,5,19,2,3,0,0,0
2012,2015,2,236,12,10,2,3,2,2,2,3,0,0,0
2012,2015,3,0,4,9,2,4,1,25,1,2,0,0,0
2012,2015,3,0,4,9,2,4,1,25,1,2,0,0,0
2012,2015,1,733,4,10,2,5,3,23,2,3,0,0,0
2012,2015,2,964,4,10,2,6,5,1,2,1,6,3,23
2012,2015,4,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,6,1,13,1,2,0,0,0
2012,2015,4,0,4,10,2,6,4,27,1,2,0,0,0
2012,2015,4,0,4,10,2,6,4,27,1,2,0,0,0
2012,2015,5,58,12,10,2,3,2,2,2,3,0,0,0
2012,2015,2,0,12,7,2,5,5,19,1,2,0,0,0
2012,2015,1,691,4,7,2,6,5,1,2,1,6,4,27
2012,2015,3,373,4,7,2,6,4,16,2,1,6,4,16
2012,2015,5,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,5,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,3,3,23,1,2,0,0,0
2012,2015,3,0,4,6,2,5,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,4,1,25,1,2,0,0,0
2012,2015,1,0,2,9,2,3,5,1,1,2,0,0,0
2012,2015,1,0,2,9,2,3,5,1,1,2,0,0,0
2012,2015,1,0,2,9,2,3,5,1,1,2,0,0,0
2012,2015,1,0,2,7,2,6,3,9,1,2,0,0,0
2012,2015,1,664,4,10,2,6,3,6,2,1,6,3,6
2012,2015,2,276,4,7,1,6,3,26,2,3,0,0,0
2012,2015,3,641,4,10,2,5,3,6,2,3,0,0,0
2012,2015,2,186,4,10,2,6,5,19,2,3,0,0,0
2012,2015,2,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,6,3,6,1,2,0,0,0
2012,2015,2,399,2,10,2,3,4,16,2,1,6,1,7
2012,2015,3,0,4,7,2,8,1,7,1,2,0,0,0
2012,2015,3,0,2,0,2,3,5,19,1,2,0,0,0
2012,2015,1,0,4,9,2,6,2,12,1,2,0,0,0
2012,2015,2,724,4,10,2,8,1,25,2,3,0,0,0
2012,2015,3,603,2,10,2,6,3,23,2,1,6,3,26
2012,2015,1,165,4,10,2,5,1,25,2,1,6,3,6
2012,2015,1,0,2,10,2,6,3,5,1,2,0,0,0
2012,2015,1,275,4,7,2,4,2,12,2,1,6,3,9
2012,2015,2,0,4,10,1,6,4,16,1,2,0,0,0
2012,2015,1,0,4,10,2,6,3,9,1,2,0,0,0
2012,2015,2,0,4,10,2,3,4,24,1,2,0,0,0
2012,2015,2,0,4,10,2,3,4,24,1,2,0,0,0
2012,2015,3,990,2,7,2,3,4,24,2,1,8,1,25
2012,2015,3,230,4,10,2,5,1,25,2,1,13,4,8
2012,2015,4,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,10,2,3,3,6,1,2,0,0,0
2012,2015,2,622,4,10,2,5,1,25,2,3,0,0,0
2012,2015,2,0,4,7,2,6,3,9,1,2,0,0,0
2012,2015,1,0,4,7,2,3,5,19,1,2,0,0,0
2012,2015,1,454,4,7,2,5,5,1,2,1,8,1,25
2012,2015,2,0,2,10,2,4,1,25,1,2,0,0,0
2012,2015,2,0,2,10,2,4,1,25,1,2,0,0,0
2012,2015,2,0,2,10,2,4,1,25,1,2,0,0,0
2012,2015,4,0,4,10,2,6,3,23,1,2,0,0,0
2012,2015,1,130,12,7,2,3,2,2,2,3,0,0,0
2012,2015,2,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,4,0,2,7,2,6,1,25,1,2,0,0,0
2012,2015,4,343,2,7,2,6,3,9,2,1,6,3,9
2012,2015,2,0,4,10,2,6,2,12,1,2,0,0,0
2012,2015,3,174,4,10,2,3,5,15,2,1,3,4,24
2012,2015,2,0,2,7,2,5,4,20,1,2,0,0,0
2012,2015,5,0,2,10,1,4,1,25,1,2,0,0,0
2012,2015,1,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,1,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,1,0,4,7,2,5,5,1,1,2,0,0,0
2012,2015,5,420,2,10,2,3,4,16,2,1,17,7,0
2012,2015,1,276,4,2,2,5,3,23,2,3,0,0,0
2012,2015,1,618,2,10,2,6,3,26,2,1,6,5,11
2012,2015,2,323,4,10,2,5,1,25,2,1,6,1,25
2012,2015,1,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,2,971,2,10,2,6,4,27,2,1,5,5,19
2012,2015,2,212,4,10,2,5,1,25,2,3,0,0,0
2012,2015,5,0,2,7,2,5,5,18,1,2,0,0,0
2012,2015,5,0,2,7,2,5,5,18,1,2,0,0,0
2012,2015,5,0,2,7,2,5,5,18,1,2,0,0,0
2012,2015,1,433,2,10,2,3,5,1,2,1,19,9,0
2012,2015,1,0,4,9,2,5,5,15,1,2,0,0,0
2012,2015,3,442,4,10,2,8,3,6,2,3,0,0,0
2012,2015,2,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,2,0,4,10,2,8,1,25,1,2,0,0,0
2012,2015,5,0,2,7,2,3,1,7,1,2,0,0,0
2012,2015,4,734,4,10,2,6,3,6,2,3,0,0,0
2012,2015,3,918,4,10,2,4,1,25,2,1,4,1,25
2012,2015,2,0,12,10,2,5,5,19,1,2,0,0,0
2012,2015,2,0,4,7,2,4,2,12,1,2,0,0,0
2012,2015,1,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,1,0,4,10,2,5,3,6,1,2,0,0,0
2012,2015,2,0,4,9,2,8,1,25,1,2,0,0,0
2012,2015,1,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,4,0,4,7,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,10,2,8,1,7,1,2,0,0,0
2012,2015,3,0,4,10,2,8,1,7,1,2,0,0,0
2012,2015,1,276,4,7,2,5,3,6,2,3,0,0,0
2012,2015,1,0,4,10,2,6,5,11,1,2,0,0,0
2012,2015,1,0,4,10,2,6,5,11,1,2,0,0,0
2012,2015,4,0,2,10,2,5,4,20,1,2,0,0,0
2012,2015,2,342,4,10,2,6,3,6,2,1,3,3,9
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,2,0,2,10,2,3,3,23,1,2,0,0,0
2012,2015,3,565,2,10,2,5,1,25,2,1,8,1,25
2012,2015,1,15,4,10,1,3,3,23,2,3,0,0,0
2012,2015,3,668,2,7,2,5,1,25,2,1,6,5,1
2012,2015,2,61,12,10,2,1,5,19,2,3,0,0,0
2012,2015,3,0,4,10,2,5,3,23,1,2,0,0,0
2012,2015,2,489,2,10,2,3,3,23,2,1,8,5,1
2012,2015,2,215,4,10,2,5,1,25,2,1,8,3,6
2012,2015,3,344,4,10,2,5,1,25,2,3,0,0,0
2012,2015,1,0,4,9,2,6,1,25,1,2,0,0,0
2012,2015,2,255,4,10,2,6,3,9,2,1,5,1,25
2012,2015,1,368,2,10,2,3,3,9,2,1,3,4,3
2012,2015,3,1082,4,10,2,4,1,25,2,1,3,4,16
2012,2015,3,0,2,9,2,3,4,3,1,2,0,0,0
2012,2015,3,940,2,10,1,6,3,9,2,1,3,3,23
2012,2015,3,0,4,10,2,6,1,25,1,2,0,0,0
2012,2015,1,180,2,7,1,3,3,23,2,1,3,3,23
2012,2015,3,996,4,7,2,5,3,6,2,3,0,0,0
2012,2015,3,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,1,0,2,10,1,6,3,23,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,3,0,4,7,2,6,1,7,1,2,0,0,0
2012,2015,4,0,4,10,1,6,3,9,1,2,0,0,0
2012,2015,2,1067,2,7,2,5,3,23,2,1,6,2,12
2012,2015,1,277,2,7,2,3,3,6,2,1,3,3,6
2012,2015,3,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,3,0,4,7,2,5,1,25,1,2,0,0,0
2012,2015,2,263,4,2,2,5,3,23,2,3,0,0,0
2012,2015,1,0,4,9,2,5,5,15,1,2,0,0,0
2012,2015,2,0,4,10,1,5,3,9,1,2,0,0,0
2012,2015,2,248,4,10,2,6,3,6,2,3,0,0,0
2012,2015,4,0,4,10,2,3,3,23,1,2,0,0,0
2012,2015,2,199,2,7,2,6,3,23,2,3,0,0,0
2012,2015,3,0,4,7,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,3,0,4,10,2,6,5,1,1,2,0,0,0
2012,2015,3,277,4,10,2,8,1,25,2,3,0,0,0
2012,2015,5,43,4,7,2,3,3,23,2,3,0,0,0
2012,2015,4,230,4,10,1,8,5,18,2,3,0,0,0
2012,2015,1,0,4,10,2,3,3,6,1,2,0,0,0
2012,2015,2,0,4,10,2,6,4,16,1,2,0,0,0
2012,2015,3,0,2,10,1,6,1,25,1,2,0,0,0
2012,2015,3,450,4,7,2,8,1,25,2,1,8,1,25
2012,2015,3,0,4,10,2,4,5,19,1,2,0,0,0
2014,2017,3,0,0,9,2,5,1,25,1,2,0,0,0
2012,2015,4,198,4,10,2,5,3,23,2,1,3,5,1
2012,2015,4,0,4,10,2,6,3,9,1,2,0,0,0
2012,2015,2,420,4,10,2,6,5,1,2,1,6,3,9
2012,2015,2,399,4,10,2,5,1,25,2,1,13,4,8
2012,2015,3,0,4,7,1,5,1,25,1,2,0,0,0
2012,2015,3,0,4,7,1,5,1,25,1,2,0,0,0
2012,2015,2,806,2,10,2,3,5,1,2,1,6,5,1
2012,2015,2,687,2,7,2,6,4,16,2,1,8,4,16
2012,2015,4,0,2,7,2,3,4,16,1,2,0,0,0
2012,2015,4,0,2,7,2,3,4,16,1,2,0,0,0
