Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype,Return_To_Prison,Recidivism_Type
2011.0,2014.0,2.0,644.0,2.0,11.0,2.0,4.0,4.0,3.0,2.0,7.0,25.0,1.0,0.0
2011.0,2014.0,2.0,0.0,2.0,7.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,4.0,7.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,397.0,4.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,1.0,107.0,2.0,11.0,2.0,1.0,4.0,3.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,811.0,4.0,11.0,2.0,3.0,0.0,23.0,7.0,2.0,23.0,1.0,0.0
2011.0,2014.0,2.0,232.0,4.0,10.0,2.0,4.0,3.0,10.0,5.0,7.0,11.0,1.0,0.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,4.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,7.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,550.0,2.0,11.0,2.0,4.0,2.0,21.0,4.0,2.0,23.0,1.0,0.0
2011.0,2014.0,4.0,580.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,3.0,0.0,2.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,7.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,7.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,10.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,733.0,4.0,11.0,2.0,3.0,2.0,21.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,210.0,4.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,722.0,2.0,11.0,2.0,4.0,4.0,14.0,2.0,6.0,21.0,1.0,0.0
2011.0,2014.0,5.0,0.0,2.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,797.0,4.0,11.0,2.0,4.0,2.0,4.0,7.0,6.0,5.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,11.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,10.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,1016.0,4.0,11.0,2.0,4.0,2.0,4.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,706.0,2.0,11.0,2.0,1.0,4.0,3.0,4.0,2.0,23.0,1.0,0.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,257.0,2.0,11.0,2.0,4.0,0.0,5.0,5.0,2.0,6.0,1.0,0.0
2011.0,2014.0,2.0,939.0,2.0,11.0,2.0,1.0,0.0,5.0,5.0,6.0,8.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,7.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,662.0,2.0,7.0,2.0,1.0,2.0,21.0,2.0,6.0,21.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,269.0,2.0,11.0,2.0,3.0,2.0,4.0,7.0,6.0,21.0,1.0,0.0
2011.0,2014.0,4.0,448.0,4.0,11.0,1.0,1.0,3.0,0.0,5.0,2.0,23.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,854.0,2.0,7.0,2.0,4.0,2.0,4.0,5.0,10.0,4.0,1.0,0.0
2011.0,2014.0,2.0,0.0,4.0,11.0,1.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,414.0,4.0,11.0,2.0,2.0,0.0,23.0,2.0,2.0,6.0,1.0,0.0
2011.0,2014.0,1.0,0.0,2.0,11.0,2.0,4.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,4.0,11.0,1.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,952.0,4.0,7.0,2.0,3.0,0.0,23.0,5.0,6.0,8.0,1.0,0.0
2011.0,2014.0,1.0,0.0,2.0,11.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,11.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,2.0,10.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,0.0,2.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,664.0,2.0,7.0,2.0,4.0,3.0,10.0,7.0,7.0,11.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,969.0,2.0,11.0,2.0,4.0,4.0,3.0,5.0,10.0,4.0,1.0,0.0
2011.0,2014.0,2.0,331.0,4.0,7.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,3.0,307.0,2.0,11.0,2.0,4.0,0.0,5.0,4.0,2.0,23.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,7.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,292.0,2.0,7.0,2.0,1.0,4.0,3.0,4.0,6.0,21.0,1.0,0.0
2011.0,2014.0,3.0,474.0,4.0,11.0,2.0,4.0,0.0,5.0,7.0,6.0,5.0,1.0,0.0
2011.0,2014.0,3.0,90.0,4.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,3.0,0.0,4.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,462.0,4.0,11.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,4.0,2.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,165.0,4.0,11.0,2.0,4.0,0.0,5.0,5.0,6.0,21.0,1.0,0.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,7.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,894.0,12.0,11.0,2.0,1.0,4.0,17.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,543.0,12.0,7.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,182.0,4.0,11.0,2.0,4.0,3.0,25.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,4.0,0.0,4.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,420.0,2.0,11.0,2.0,1.0,3.0,13.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,1.0,0.0,2.0,7.0,2.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,6.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,180.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,0.0,4.0,7.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,622.0,4.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,5.0,490.0,4.0,7.0,2.0,3.0,0.0,23.0,2.0,6.0,21.0,1.0,0.0
2011.0,2014.0,2.0,418.0,4.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,0.0,4.0,11.0,1.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,0.0,2.0,2.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,311.0,4.0,11.0,2.0,2.0,0.0,23.0,12.0,10.0,4.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,7.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,474.0,4.0,7.0,2.0,3.0,0.0,23.0,5.0,10.0,4.0,1.0,0.0
2011.0,2014.0,2.0,532.0,4.0,11.0,1.0,3.0,2.0,21.0,5.0,6.0,8.0,1.0,0.0
2011.0,2014.0,1.0,904.0,2.0,11.0,2.0,1.0,2.0,21.0,5.0,7.0,25.0,1.0,0.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,10.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,291.0,4.0,7.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,3.0,220.0,4.0,7.0,2.0,4.0,2.0,2.0,5.0,2.0,23.0,1.0,0.0
2011.0,2014.0,2.0,215.0,12.0,11.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,4.0,712.0,2.0,11.0,2.0,1.0,3.0,0.0,2.0,7.0,1.0,1.0,0.0
2011.0,2014.0,2.0,0.0,2.0,11.0,1.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,1.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,258.0,2.0,7.0,2.0,4.0,3.0,13.0,5.0,7.0,15.0,1.0,0.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,2.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,343.0,2.0,11.0,2.0,1.0,2.0,7.0,4.0,2.0,23.0,1.0,0.0
2011.0,2014.0,3.0,957.0,2.0,11.0,2.0,4.0,0.0,23.0,5.0,6.0,8.0,1.0,0.0
2011.0,2014.0,3.0,224.0,4.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,1.0,835.0,2.0,11.0,2.0,4.0,0.0,23.0,7.0,2.0,23.0,1.0,0.0
2011.0,2014.0,4.0,745.0,4.0,11.0,2.0,6.0,0.0,23.0,5.0,2.0,6.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,230.0,4.0,11.0,2.0,3.0,2.0,4.0,5.0,10.0,4.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,11.0,1.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,7.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,7.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,750.0,4.0,7.0,2.0,2.0,0.0,23.0,12.0,10.0,4.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,7.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,5.0,23.0,4.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,424.0,12.0,11.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,0.0,12.0,11.0,2.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,4.0,7.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,484.0,4.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,483.0,2.0,11.0,2.0,1.0,4.0,3.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,3.0,636.0,2.0,11.0,2.0,3.0,0.0,23.0,4.0,2.0,23.0,1.0,0.0
2011.0,2014.0,1.0,105.0,4.0,11.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,4.0,719.0,2.0,11.0,2.0,1.0,4.0,3.0,2.0,7.0,1.0,1.0,0.0
2011.0,2014.0,4.0,0.0,4.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,390.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,1.0,0.0,4.0,7.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,2.0,0.0,4.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,252.0,4.0,11.0,2.0,4.0,4.0,3.0,2.0,10.0,4.0,1.0,0.0
2011.0,2014.0,4.0,314.0,2.0,11.0,2.0,1.0,3.0,0.0,5.0,2.0,6.0,1.0,0.0
2011.0,2014.0,3.0,0.0,2.0,11.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,711.0,4.0,11.0,2.0,1.0,3.0,22.0,2.0,10.0,16.0,1.0,0.0
2011.0,2014.0,3.0,0.0,4.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,4.0,791.0,4.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2011.0,2014.0,2.0,0.0,4.0,11.0,1.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,0.0,4.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,11.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,3.0,0.0,2.0,11.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2011.0,2014.0,1.0,218.0,4.0,7.0,2.0,4.0,4.0,14.0,0.0,0.0,0.0,1.0,2.0
